year,period,fedEffectiveInterest,fedEffIntBehaviour,unempSeas,cpi,cpiEnergy,cpiExclEnergy,balanceGoods,balanceServices,vixVolatility,ecbRate,potus,houseOfRep,fedChair,oilPrice,USDCNY,EURUSD,S&P500,debt,gdpOCDEgr,gdpgr
2013,M10,0.09,UP,7.2,233.669,241.954,234.683,-6.688476917484551,-0.0843379471151461,15.40782609,0.0,D,R,R,109.08,6.0945,1.3584,1756.540039,0.8120309727392309,0.150955224,0.595592615
2013,M11,0.08,DOWN,6.9,234.1,242.718,235.082,-4.587504752249398,-0.38846556103391605,12.924000000000001,0.0,D,R,R,107.79,6.0932,1.3591,1805.810059,0.8574037392528798,0.150955224,0.947306098
2013,M12,0.09,UP,6.7,234.71900000000002,245.733,235.456,0.7010983874737088,4.0292515055922,14.19238095,0.0,D,R,R,110.76,6.053999999999999,1.3746,1848.359985,0.8501148797829139,0.150955224,0.058651025999999995
2014,M01,0.07,DOWN,6.6,235.28799999999998,250.34,235.675,7.010915899098979,3.2866454028567467,14.24095238,0.0,D,R,R,108.12,6.061,1.3487,1782.589966,0.8429487898769683,0.11160199400000001,-0.586166471
2014,M02,0.07,SAME,6.7,235.547,249.925,236.003,3.136435765406911,-1.5872270486029585,15.47,0.0,D,R,R,108.9,6.1451,1.3802,1859.449951,0.05939050697409317,0.11160199400000001,0.412735849
2014,M03,0.08,UP,6.7,236.028,249.96099999999998,236.532,3.106467099689353,2.504349418551415,14.83666667,0.0,D,R,D,107.48,6.2172,1.3771,1872.339966,0.059355198873759576,0.11160199400000001,0.46975924799999996
2014,M04,0.09,UP,6.2,236.468,249.864,237.03,4.043719137661086,0.2602858578017261,14.19809524,0.0,D,R,D,107.76,6.2594,1.3867,1883.949951,0.05932004605559602,0.140458418,0.584453536
2014,M05,0.09,SAME,6.3,236.918,249.213,237.593,-6.241003166885257,1.235737157804537,12.475238099999999,0.0,D,R,D,109.54,6.2479,1.3631,1923.569946,0.3606471949601215,0.140458418,0.813480535
2014,M06,0.1,UP,6.1,237.231,249.71400000000003,237.889,-1.8091221442412597,-2.236259682773884,11.54142857,-0.1,D,R,D,111.8,6.2038,1.3692,1960.22998,0.3593511488163124,0.140458418,0.34582132600000004
2014,M07,0.09,DOWN,6.2,237.498,248.74400000000003,238.282,0.6053249170510642,-0.5237543453070683,12.29636364,-0.1,D,R,D,106.77,6.1739999999999995,1.3389,1930.6700440000002,0.3580644960402244,0.21498817399999998,0.804135554
2014,M08,0.09,SAME,6.1,237.46,245.699,238.543,-4.009898489975254,-0.00927084781903305,13.49190476,-0.1,D,R,D,101.61,6.1433,1.3133,2003.369995,0.5900268501787688,0.21498817399999998,0.797720798
2014,M09,0.09,SAME,5.9,237.477,241.61,238.96900000000002,7.020097670924117,0.5944152612662428,13.46666667,-0.2,D,R,D,97.09,6.1385,1.2632,1972.290039,0.586565953558765,0.21498817399999998,-0.339174675
2014,M10,0.09,SAME,5.7,237.43,237.06099999999998,239.37,-2.3452518262206845,-0.13842746400885936,18.05869565,-0.2,D,R,D,87.43,6.1127,1.2525,2018.050049,0.5831454210590954,0.17096226899999997,0.45377198
2014,M11,0.09,SAME,5.8,236.983,229.016,239.676,-1.5371102327624067,-1.3089005235602094,13.41315789,-0.2,D,R,D,79.44,6.1432,1.2452,2067.560059,0.019494812012563322,0.17096226899999997,0.338791643
2014,M12,0.12,UP,5.6,236.252,218.53599999999997,239.90900000000002,5.799521941652365,2.275011420740064,16.29227273,-0.2,D,R,D,62.34,6.2061,1.2099,2058.899902,0.019491067366566375,0.17096226899999997,-0.22509848100000002
2015,M01,0.11,DOWN,5.7,234.718,199.47099999999998,240.107,-3.3263144562481197,2.180713200464742,19.1195,-0.2,D,R,D,47.76,6.25,1.1288,1994.9899899999998,0.019487214010347986,0.21638453,0.338409475
2015,M02,0.11,SAME,5.5,235.236,202.079,240.422,-8.482756251717506,1.7086133438749067,15.90421053,-0.2,D,R,D,58.1,6.2696,1.1196,2104.5,-0.00010648942787868365,0.21638453,0.7869589659999999
2015,M03,0.11,SAME,5.4,236.005,206.148,240.868,19.029871502475384,-1.6111755779701866,14.81272727,-0.2,D,R,D,55.89,6.1995,1.0731,2067.889893,-0.0001065446316625805,0.21638453,-0.167317345
2015,M04,0.12,UP,5.4,236.15599999999998,202.898,241.359,-13.289115056795803,-0.6016522988505747,13.4947619,-0.2,D,R,D,59.52,6.2028,1.1224,2085.51001,-0.00010648965473779724,0.163404584,0.670391061
2015,M05,0.12,SAME,5.6,236.97400000000002,209.12,241.645,-4.201004695143974,-0.004490144133626689,13.3385,-0.2,D,R,D,64.08,6.1983,1.0988,2107.389893,-0.002534220516189868,0.163404584,0.277469478
2015,M06,0.13,UP,5.3,237.68400000000003,212.476,242.09799999999998,5.854533090167228,0.8238332739579622,14.33954545,-0.2,D,R,D,61.48,6.2010000000000005,1.1138,2063.110107,-0.0025342847405537016,0.163404584,0.664084117
2015,M07,0.13,SAME,5.2,238.053,212.324,242.523,-3.732324365921698,-4.136523836023001,14.35272727,-0.2,D,R,D,56.56,6.2097,1.0988,2103.840088,-0.0025343489681728744,0.14447558300000002,-0.16492578300000002
2015,M08,0.14,UP,5.1,238.028,208.87,242.83900000000003,5.333292860611947,-0.1579191825359963,19.42809524,-0.2,D,R,D,46.52,6.3764,1.1215,1972.180054,1.3971627795926782,0.14447558300000002,0.220264317
2015,M09,0.14,SAME,5.0,237.50599999999997,197.324,243.40900000000002,-3.7655322298691276,-1.4895823512774582,24.37714286,-0.2,D,R,D,47.62,6.3571,1.1177,1920.030029,1.3779111183117572,0.14447558300000002,0.6593406589999999
2015,M10,0.12,DOWN,5.0,237.78099999999998,196.014,243.845,-0.8961911874533234,2.1449328843581346,16.78954545,-0.2,D,R,D,48.43,6.3181,1.1005,2079.360107,1.3591827875637368,0.08357696,-0.21834061100000002
2015,M11,0.12,SAME,5.1,238.016,194.365,244.269,-1.2712614453759876,-1.1005922678729656,16.21,-0.2,D,R,D,44.27,6.3982,1.0564,2080.409912,0.6001824712708561,0.08357696,-0.054704595
2015,M12,0.24,UP,5.0,237.817,190.299,244.454,0.8108410081243715,-0.3697809398988953,18.02545455,-0.3,D,R,D,38.01,6.4936,1.0859999999999999,2043.939941,0.5966018239178982,0.08357696,0.27367268699999997
2016,M01,0.34,UP,4.9,237.833,186.122,244.891,-0.6247791590376153,-5.215464171386358,23.71789474,-0.3,D,R,D,30.7,6.5761,1.0837,1940.2399899999998,0.593063544089074,0.149951353,-0.163755459
2016,M02,0.38,UP,4.9,237.46900000000002,176.407,245.433,3.710118927947294,-4.4657097288676235,22.517,-0.3,D,R,D,32.18,6.553999999999999,1.0873,1932.22998,0.20143160243439862,0.149951353,-0.27337342800000003
2016,M03,0.36,DOWN,5.0,238.03799999999998,181.074,245.608,-10.631854500658717,2.7858357507252176,15.84909091,-0.4,D,R,D,38.21,6.449,1.138,2059.73999,0.20102667118930148,0.149951353,1.151315789
2016,M04,0.37,UP,5.0,238.827,185.405,246.06,1.4467582834499622,1.9084531227002894,14.30047619,-0.4,D,R,D,41.58,6.4741,1.1456,2065.300049,0.20062336471758174,0.124384915,0.43360433600000003
2016,M05,0.37,SAME,4.8,239.46400000000003,188.40099999999998,246.47299999999998,3.3301819130207995,2.8270404271548437,14.85285714,-0.4,D,R,D,46.74,6.5829,1.1132,2096.949951,0.3288739851772405,0.124384915,-0.161899622
2016,M06,0.38,UP,4.9,240.167,193.06799999999998,246.796,6.2157947839911944,2.699693849151127,17.77454545,-0.4,D,R,D,48.25,6.648,1.1105,2098.860107,0.32779600066373005,0.124384915,0.37837837799999996
2016,M07,0.39,UP,4.8,240.15,190.08900000000003,247.067,-3.693488047682455,0.7641318357576874,13.1585,-0.4,D,R,D,44.95,6.6373,1.1174,2173.600098,0.32672495822783476,0.11063838,0.538502962
2016,M08,0.4,UP,4.9,240.602,189.795,247.595,-1.6549301448668159,-6.615626226933648,12.39956522,-0.4,D,R,D,45.84,6.6793,1.1158,2170.949951,0.6822676759848819,0.11063838,0.8034279590000001
2016,M09,0.4,SAME,5.0,241.051,191.77200000000002,247.9,-2.78592132505176,4.454656288099034,14.21952381,-0.4,D,R,D,46.57,6.6716,1.1241,2168.27002,0.6776442777225776,0.11063838,0.478214665
2016,M10,0.4,SAME,4.9,241.69099999999997,195.824,248.21400000000003,2.6492308684575447,-6.544764188649081,14.5852381,-0.4,D,R,D,49.52,6.7758,1.0981,2126.149902,0.6730832178703945,0.2252295,-0.317292438
2016,M11,0.41,UP,4.7,242.02900000000002,195.519,248.61700000000002,7.291915809614925,1.2238452427951045,15.23619048,-0.4,D,R,D,44.73,6.8868,1.0588,2198.810059,-0.2180716364999816,0.2252295,0.901856764
2016,M12,0.54,UP,4.7,242.77200000000002,200.266,248.977,-4.631266129662939,0.9579667644183774,12.47238095,-0.4,D,R,D,53.31,6.945,1.0516,2238.830078,-0.21854822819775416,0.2252295,0.262881178
2017,M01,0.65,UP,4.7,243.78,206.048,249.52900000000002,4.978821431225384,1.9598447457951986,11.6085,-0.4,D,R,D,54.58,6.8816,1.0798,2278.8701170000004,-0.21902690762364194,0.187298204,0.10487677
2017,M02,0.66,UP,4.7,243.96099999999998,203.17,250.01,-4.601632335794792,1.6633682028084065,11.53052632,-0.4,R,R,D,54.87,6.8678,1.0577,2363.639893,-0.0031341647234341494,0.187298204,0.209533787
2017,M03,0.79,UP,4.4,243.74900000000002,201.52599999999998,249.935,1.9211709994663413,-0.7979481333713309,11.89782609,-0.4,R,R,D,51.59,6.8871,1.0652,2362.719971,-0.003134262956398069,0.187298204,0.679560899
2017,M04,0.9,UP,4.4,244.051,202.399,250.18400000000003,3.7340926771272147,-1.4895155459146783,13.13631579,-0.4,R,R,D,52.31,6.8935,1.0897,2384.199951,-0.0031343611955199397,0.184199582,-0.2596054
2017,M05,0.91,UP,4.4,243.96200000000002,198.59599999999998,250.455,-1.7959866720456616,-2.4798695845477448,10.86227273,-0.4,R,R,D,50.33,6.8101,1.1243,2411.800049,0.6679780366652728,0.184199582,0.9370119729999999
2017,M06,1.04,UP,4.3,244.18200000000002,198.265,250.731,-1.1470801595937614,1.5370397392869304,10.51363636,-0.4,R,R,D,46.37,6.7809,1.1426,2423.409912,0.663545647752098,0.184199582,0.46415678200000005
2017,M07,1.15,UP,4.3,244.39,197.34900000000002,251.05,-1.5033441737743143,2.22570980168355,10.2645,-0.4,R,R,D,48.48,6.7265,1.1842,2470.300049,0.6591717914141427,0.21076926699999998,0.154004107
2017,M08,1.16,UP,4.4,245.297,202.338,251.567,-0.15209943308393123,1.7429906542056075,11.97565217,-0.4,R,R,D,51.7,6.5899,1.1909999999999998,2471.649902,0.4064228572797444,0.21076926699999998,0.461301896
2017,M09,1.15,DOWN,4.2,246.418,211.137,251.952,0.3322818730285119,1.5412928456406718,10.437999999999999,-0.4,R,R,D,56.15,6.6534,1.1814,2519.360107,0.40477769919374856,0.21076926699999998,0.663265306
2017,M10,1.15,SAME,4.1,246.58700000000002,207.771,252.46599999999998,2.9080312806636734,0.2249357326478149,10.12545455,-0.4,R,R,D,57.51,6.6349,1.1646,2575.26001,0.40314590327983746,0.213508022,0.253421186
2017,M11,1.16,UP,4.2,247.332,213.13400000000001,252.769,5.606466733092889,1.594615349866739,10.54047619,-0.4,R,R,D,62.71,6.6128,1.1904,2584.840088,0.9615701534354273,0.213508022,0.8594539940000001
2017,M12,1.3,UP,4.1,247.90099999999998,214.055,253.308,1.9551996477613582,0.7398439601829432,10.2645,-0.4,R,R,D,64.37,6.5066,1.1998,2673.610107,0.9524120908998907,0.213508022,0.350877193
2018,M01,1.41,UP,4.1,248.88400000000001,217.542,254.037,2.912180394880975,1.947680808969004,11.06238095,-0.4,R,R,D,69.08,6.2888,1.2421,2823.810059,0.9434267332073768,0.152233843,0.3996004
2018,M02,1.42,UP,4.1,249.36900000000003,218.955,254.43400000000003,1.3325600706480907,-3.147249557843182,22.46473684,-0.4,R,R,D,65.32,6.3311,1.2194,2713.830078,0.16635591534315589,0.152233843,0.39800995
2018,M03,1.51,UP,4.0,249.498,215.801,254.89,-8.401320207461172,3.335963527967736,19.02380952,-0.4,R,R,R,66.02,6.2753,1.2323,2640.8701170000004,0.16607967923173705,0.152233843,0.148662042
2018,M04,1.69,UP,3.9,249.956,217.69,255.209,0.4310590109827576,-3.343299809730905,18.26761905,-0.4,R,R,R,72.11,6.3332,1.2079,2648.050049,0.16580426485969715,0.162757264,0.7916872840000001
2018,M05,1.7,UP,3.8,250.646,220.967,255.648,-5.432728363581821,1.0932879290258983,14.12454545,-0.4,R,R,R,76.98,6.4103,1.1692,2705.27002,0.502279919703563,0.162757264,1.080019637
2018,M06,1.82,UP,4.0,251.13400000000001,222.361,256.05,3.9807587061093987,-1.4270132703144882,13.67809524,-0.4,R,R,R,74.41,6.621,1.1685,2718.3701170000004,0.4997696769713685,0.162757264,-0.097134531
2018,M07,1.91,UP,3.9,251.597,222.269,256.572,6.342397755476422,-1.4289665345256752,13.14761905,-0.4,R,R,R,74.25,6.8127,1.1691,2816.290039,0.4972844003302092,0.101180276,0.777831794
2018,M08,1.91,SAME,3.8,251.87900000000002,223.34099999999998,256.779,3.0851286341769506,-0.40264729023001805,12.54695652,-0.4,R,R,R,72.53,6.8315,1.1601,2901.52002,0.7046064921771712,0.101180276,0.0
2018,M09,1.95,UP,3.7,252.01,221.077,257.149,1.0016824123204349,-2.0353230071779373,12.91052632,-0.4,R,R,R,78.89,6.8689,1.1609,2913.97998,0.699676571457006,0.101180276,0.24119633399999998
2018,M10,2.19,UP,3.8,252.794,225.612,257.566,0.04268915824741601,-2.7412546698364952,19.35217391,-0.4,R,R,R,81.03,6.9756,1.1312,2711.73999,0.6948150677051662,0.07127806099999999,0.769971126
2018,M11,2.2,UP,3.7,252.76,219.295,258.156,-4.308460396707597,-0.7232566094902996,19.38904762,-0.4,R,R,R,64.75,6.9605,1.1317,2760.169922,0.08152046396457188,0.07127806099999999,-0.334288443
2018,M12,2.27,UP,3.9,252.72299999999998,213.565,258.684,8.404399950562354,-1.7907774958961349,24.95315789,-0.4,R,R,R,57.36,6.8785,1.147,2506.850098,0.08145406223511982,0.07127806099999999,0.047915668
